tripid,tripmode,objectno,objectname,start_time,start_odometer,start_postext,end_time,end_odometer,end_postext,duration,idle_time,distance,avg_speed,max_speed,fuel_usage,start_longitude,start_latitude,start_formatted_longitude,start_formatted_latitude,end_longitude,end_latitude,end_formatted_longitude,end_formatted_latitude,co2,fueltype,ep_distance,objectuid,optidrive_indicator,speeding_indicator,drivingevents_indicator,idling_indicator,fuelusage_indicator,coasting_indicator,constant_speed_indicator,green_speed_indicator,high_revving_indicator
9949944004,2,#HN67NUE,MIHS - HAM,22/02/2022 08:28:44,53031320,"4 Archery Fields, Hook RG29 1AE, GB",22/02/2022 08:32:48,53031800,"59 High Street, Hook RG29 1LN, GB",244,107,480,10,28,0.219,-933310,51254696,"0°55'59.9"" W","51°15'16.9"" N",-939037,51254123,"0°56'20.5"" W","51°15'14.8"" N",580,1,480,1-44036-6665F76731,0.939,1,1,1,1,1,1,1,0.57
9949907055,2,#HN67NUE,MIHS - HAM,22/02/2022 07:27:54,53025975,"A287, Hook RG27 9, GB",22/02/2022 08:24:36,53031320,"5 Archery Fields, Hook RG29 1AE, GB",3402,2937,5345,39,71,2.25,-963258,51272181,"0°57'47.7"" W","51°16'19.8"" N",-933345,51254703,"0°56'00.0"" W","51°15'16.9"" N",5962,1,5345,1-44036-6665F76731,0.712,1,1,0,1,0.117,0.9,1,0.963
9962176308,2,#HN67NUF,MIHS - HAM,25/02/2022 09:16:27,54907255,"52 Cumberland Way, Southampton SO45 5TW, GB",25/02/2022 12:45:05,54976785,"Moonscross Avenue, Southampton SO40 9FS, GB",12518,6279,69530,39,92,15.219,-1424847,50864590,"1°25'29.4"" W","50°51'52.5"" N",-1494417,50905552,"1°29'39.9"" W","50°54'19.9"" N",40330,1,69530,1-44036-95960A376D,0.599,1,0.543,0.034,1,0.161,0.76,1,0.693
9961175107,2,#HN67NUF,MIHS - HAM,25/02/2022 07:27:35,54897695,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",25/02/2022 09:01:51,54907255,"52 Cumberland Way, Southampton SO45 5TW, GB",5656,4625,9560,31,79,3.969,-1494019,50905437,"1°29'38.4"" W","50°54'19.5"" N",-1424796,50864646,"1°25'29.2"" W","50°51'52.7"" N",10517,1,9560,1-44036-95960A376D,0.569,1,1,0,1,0,0.1,1,0.886
9958482044,2,#HN67NUF,MIHS - HAM,24/02/2022 12:13:46,54877075,"6 Ashdown Road, Eastleigh SO53 5RB, GB",24/02/2022 12:43:44,54897695,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",1798,582,20620,60,92,3.531,-1387621,50999711,"1°23'15.4"" W","50°59'58.9"" N",-1494131,50905468,"1°29'38.8"" W","50°54'19.6"" N",9357,1,20620,1-44036-95960A376D,0.544,1,0.39,0.075,1,0.015,0.63,1,0.694
9958337629,2,#HN67NUF,MIHS - HAM,24/02/2022 11:31:09,54855420,"Moonscross Avenue, Southampton SO40 9FS, GB",24/02/2022 12:10:01,54877075,"6 Ashdown Road, Eastleigh SO53 5RB, GB",2332,996,21655,57,91,4.219,-1494480,50905499,"1°29'40.1"" W","50°54'19.7"" N",-1387673,50999746,"1°23'15.6"" W","50°59'59.0"" N",11180,1,21655,1-44036-95960A376D,0.544,1,0.363,0.039,1,0.099,0.754,1,0.554
9955172966,2,#HN67NUF,MIHS - HAM,23/02/2022 11:40:43,54780420,"Romsey Road, Romsey SO51 6, GB",23/02/2022 14:15:09,54855420,"Moonscross Avenue, Southampton SO40 9FS, GB",9266,3490,75000,46,91,13.875,-1535471,50955064,"1°32'07.6"" W","50°57'18.2"" N",-1494453,50905457,"1°29'40.0"" W","50°54'19.6"" N",36768,1,75000,1-44036-95960A376D,0.55,1,0.433,0.074,1,0.191,0.482,1,0.67
9954491142,2,#HN67NUF,MIHS - HAM,23/02/2022 11:21:32,54770650,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",23/02/2022 11:37:24,54780420,"Romsey Road, Romsey SO51 6, GB",952,325,9770,55,91,1.844,-1493274,50905607,"1°29'35.7"" W","50°54'20.1"" N",-1535400,50954806,"1°32'07.4"" W","50°57'17.3"" N",4886,1,9770,1-44036-95960A376D,0.584,1,1,0.045,1,0,0.339,1,0.701
9954035807,2,#HN67NUF,MIHS - HAM,23/02/2022 08:06:26,54702640,"Beaulieu Road, Southampton SO45 4JH, GB",23/02/2022 09:59:02,54770650,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",6756,1507,68010,46,91,10.812,-1414172,50853782,"1°24'51.0"" W","50°51'13.6"" N",-1493293,50905563,"1°29'35.8"" W","50°54'20.0"" N",28651,1,68010,1-44036-95960A376D,0.545,1,0.362,0.122,1,0.173,0.421,1,0.738
9953494902,2,#HN67NUF,MIHS - HAM,23/02/2022 07:43:36,54693005,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",23/02/2022 07:59:55,54702640,"Beaulieu Road, Southampton SO45 4JH, GB",979,277,9635,48,82,1.906,-1493315,50905729,"1°29'35.9"" W","50°54'20.6"" N",-1414128,50853814,"1°24'50.8"" W","50°51'13.7"" N",5050,1,9635,1-44036-95960A376D,0.787,1,1,1,1,0.231,0.51,1,0.765
9953313035,2,#HN67NUF,MIHS - HAM,23/02/2022 07:17:34,54692800,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",23/02/2022 07:18:49,54693005,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",75,37,205,11,20,0.063,-1493338,50905714,"1°29'36.0"" W","50°54'20.5"" N",-1493276,50905760,"1°29'35.7"" W","50°54'20.7"" N",166,1,205,1-44036-95960A376D,1,1,1,1,1,1,1,1,1
9953281062,2,#HN67NUF,MIHS - HAM,23/02/2022 07:07:15,54692620,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",23/02/2022 07:11:33,54692800,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",258,197,180,10,21,0.094,-1494095,50905433,"1°29'38.7"" W","50°54'19.5"" N",-1493297,50905749,"1°29'35.8"" W","50°54'20.6"" N",249,1,180,1-44036-95960A376D,0.978,1,1,1,1,1,1,1,0.844
9951539032,2,#HN67NUF,MIHS - HAM,22/02/2022 14:31:14,54692415,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",22/02/2022 14:33:57,54692620,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",163,107,205,8,23,0.062,-1493391,50905475,"1°29'36.2"" W","50°54'19.7"" N",-1494090,50905360,"1°29'38.7"" W","50°54'19.2"" N",164,1,205,1-44036-95960A376D,0.865,1,1,1,1,0.056,1,1,1
9951318894,2,#HN67NUF,MIHS - HAM,22/02/2022 13:40:25,54692240,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",22/02/2022 13:42:04,54692415,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",99,61,175,7,24,0.063,-1493264,50905645,"1°29'35.7"" W","50°54'20.3"" N",-1493400,50905500,"1°29'36.2"" W","50°54'19.8"" N",166,1,175,1-44036-95960A376D,1,1,1,1,1,1,1,1,1
9951289288,2,#HN67NUF,MIHS - HAM,22/02/2022 12:45:00,54675690,"Springfield Avenue, Southampton SO45 2LQ, GB",22/02/2022 13:34:48,54692240,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",2988,1349,16550,34,67,3.468,-1382014,50829750,"1°22'55.2"" W","50°49'47.1"" N",-1493242,50905659,"1°29'35.6"" W","50°54'20.3"" N",9190,1,16550,1-44036-95960A376D,0.601,1,0.535,0.198,1,0.151,0.495,1,0.828
9950960783,2,#HN67NUF,MIHS - HAM,22/02/2022 12:13:57,54675655,"Springfield Avenue, Southampton SO45 2LQ, GB",22/02/2022 12:17:49,54675690,"18 Springfield Avenue, Southampton SO45 2LQ, GB",232,194,35,3,6,0.063,-1382051,50829737,"1°22'55.3"" W","50°49'47.0"" N",-1382143,50829764,"1°22'55.7"" W","50°49'47.1"" N",166,1,35,1-44036-95960A376D,1,1,1,1,1,1,1,1,1
9950773490,2,#HN67NUF,MIHS - HAM,22/02/2022 08:14:49,54590690,"80 Lyndhurst Road, Southampton SO40 7BE, GB",22/02/2022 11:34:54,54675655,"Springfield Avenue, Southampton SO45 2LQ, GB",12005,4995,84965,43,91,17.375,-1517202,50894694,"1°31'01.9"" W","50°53'40.9"" N",-1382086,50829765,"1°22'55.5"" W","50°49'47.1"" N",46043,1,84965,1-44036-95960A376D,0.559,1,0.362,0.042,1,0.172,0.537,1,0.797
9949843320,2,#HN67NUF,MIHS - HAM,22/02/2022 07:53:53,54584880,"Moonscross Avenue, Southampton SO40 9FS, GB",22/02/2022 08:10:27,54590690,"80 Lyndhurst Road, Southampton SO40 7BE, GB",994,396,5810,34,70,1.281,-1494559,50905254,"1°29'40.4"" W","50°54'18.9"" N",-1517297,50894642,"1°31'02.2"" W","50°53'40.7"" N",3394,1,5810,1-44036-95960A376D,0.666,1,0.174,1,1,0,0.723,1,0.765
9962232864,2,#HN67NUH,MIHS - HAM,25/02/2022 12:46:28,55007075,"78 Church Road, Petersfield GU32 2DD, GB",25/02/2022 12:58:25,55012000,"Paddock Way, Petersfield GU32 3NH, GB",717,111,4925,29,51,0.907,-937844,51022639,"0°56'16.2"" W","51°01'21.5"" N",-949286,50999216,"0°56'57.4"" W","50°59'57.1"" N",2403,1,4925,1-44036-196AF21189,0.719,1,0.254,1,1,0.431,0.509,1,0.84
9962038878,2,#HN67NUH,MIHS - HAM,25/02/2022 11:47:12,54990680,"33 Pine Road, Alton GU34 5EZ, GB",25/02/2022 12:12:53,55007075,"78 Church Road, Petersfield GU32 2DD, GB",1541,158,16395,42,76,2.187,-1041162,51112281,"1°02'28.1"" W","51°06'44.2"" N",-937833,51022623,"0°56'16.2"" W","51°01'21.4"" N",5795,1,16395,1-44036-196AF21189,0.757,1,0.511,1,1,0.514,0.448,1,0.826
9961581342,2,#HN67NUH,MIHS - HAM,25/02/2022 09:59:30,54970875,"Osier Road, Petersfield GU32 3NT, GB",25/02/2022 10:31:11,54990680,"39 Pine Road, Alton GU34 5EZ, GB",1901,280,19805,44,86,3.969,-949475,50999174,"0°56'58.1"" W","50°59'57.0"" N",-1041167,51112306,"1°02'28.2"" W","51°06'44.3"" N",10517,1,19805,1-44036-196AF21189,0.734,1,0.198,1,1,0.542,0.605,1,0.792
9951657080,2,#HN67NUH,MIHS - HAM,22/02/2022 09:59:47,54842990,"Osier Road, Petersfield GU32 3NT, GB",22/02/2022 15:01:53,54970875,"Osier Road, Petersfield GU32 3NT, GB",18126,7585,127885,43,91,25.625,-949225,50999298,"0°56'57.2"" W","50°59'57.4"" N",-949515,50999177,"0°56'58.2"" W","50°59'57.0"" N",67906,1,127885,1-44036-196AF21189,0.567,1,0.415,0.027,1,0.224,0.463,1,0.842
9962195960,2,#HN67NUJ,MIHS - HAM,25/02/2022 12:01:49,53724830,"18 Hawthorne Road, Southampton SO40 3HH, GB",25/02/2022 12:49:46,53761040,"Romsey Road, Romsey SO51 6BG, GB",2877,691,36210,59,91,5.469,-1504402,50922704,"1°30'15.8"" W","50°55'21.7"" N",-1559649,50972912,"1°33'34.7"" W","50°58'22.4"" N",14492,1,36210,1-44036-299A074E4F,0.662,1,0.503,0.108,1,0.452,0.667,1,0.903
9961880246,2,#HN67NUJ,MIHS - HAM,25/02/2022 11:09:18,53716415,"15 Jersey Close, Southampton SO16 9PW, GB",25/02/2022 11:36:26,53724830,"18 Hawthorne Road, Southampton SO40 3HH, GB",1628,581,8415,27,87,2.062,-1460278,50936492,"1°27'37.0"" W","50°56'11.3"" N",-1504495,50922678,"1°30'16.1"" W","50°55'21.6"" N",5464,1,8415,1-44036-299A074E4F,0.805,1,1,1,1,0.186,0.643,1,0.807
9961718730,2,#HN67NUJ,MIHS - HAM,25/02/2022 08:31:10,53631370,"Romsey Road, Romsey SO51 6ZJ, GB",25/02/2022 11:00:58,53716415,"18 Jersey Close, Southampton SO16 9PW, GB",8988,2225,85045,45,91,15.438,-1536904,50951871,"1°32'12.8"" W","50°57'06.7"" N",-1460264,50936480,"1°27'36.9"" W","50°56'11.3"" N",40910,1,85045,1-44036-299A074E4F,0.583,1,0.23,0.169,1,0.415,0.506,1,0.762
9960924925,2,#HN67NUJ,MIHS - HAM,25/02/2022 07:30:35,53620900,"Jacob's Gutter Lane, Southampton SO40 9FT, GB",25/02/2022 08:06:06,53631370,"Romsey Road, Romsey SO51 6ZJ, GB",2131,1451,10470,53,91,2.781,-1493337,50905723,"1°29'36.0"" W","50°54'20.6"" N",-1536913,50951861,"1°32'12.8"" W","50°57'06.7"" N",7369,1,10470,1-44036-299A074E4F,0.481,1,0.384,0,1,0.144,0.371,1,0.471
9962186630,2,#HN67NUK,MIHS - SOM,25/02/2022 12:45:21,66476845,"Bull's Lane, Shepton Mallet BA4 6, GB",25/02/2022 12:47:35,66477085,"Bull's Lane, Shepton Mallet BA4 6, GB",134,34,240,5,18,0.125,-2410729,51155206,"2°24'38.6"" W","51°09'18.7"" N",-2410761,51155190,"2°24'38.7"" W","51°09'18.6"" N",331,1,240,1-44036-3231B5F456,1,1,1,1,1,1,1,1,1
9962161590,2,#HN67NUK,MIHS - SOM,25/02/2022 12:30:41,66468565,"A361, Frome BA11 4, GB",25/02/2022 12:41:35,66476845,"Bull's Lane, Shepton Mallet BA4 6, GB",654,84,8280,51,77,1.562,-2402480,51201748,"2°24'08.9"" W","51°12'06.2"" N",-2410857,51155178,"2°24'39.0"" W","51°09'18.6"" N",4139,1,8280,1-44036-3231B5F456,0.886,1,1,1,1,0.49,1,1,0.711
9961998047,2,#HN67NUK,MIHS - SOM,25/02/2022 11:56:08,66467780,"A361, Frome BA11 4, GB",25/02/2022 12:03:35,66468565,"A361, Frome BA11 4, GB",447,361,785,28,60,0.125,-2412040,51199414,"2°24'43.3"" W","51°11'57.8"" N",-2402476,51201765,"2°24'08.9"" W","51°12'06.3"" N",331,1,785,1-44036-3231B5F456,0.743,1,1,1,1,0.667,0.1,1,0.432
9961793821,2,#HN67NUK,MIHS - SOM,25/02/2022 10:58:03,66457995,"Crown Trading Estate, Shepton Mallet BA4 5QQ, GB",25/02/2022 11:17:03,66467780,"A361, Frome BA11 4, GB",1140,447,9785,50,80,1.813,-2532409,51184837,"2°31'56.6"" W","51°11'05.4"" N",-2412041,51199393,"2°24'43.3"" W","51°11'57.8"" N",4804,1,9785,1-44036-3231B5F456,0.907,1,1,1,1,0.717,0.817,1,0.819
9961594592,2,#HN67NUK,MIHS - SOM,25/02/2022 10:17:37,66448260,"Clares Road, Wells BA5 1FJ, GB",25/02/2022 10:34:10,66457995,"Crown Trading Estate, Shepton Mallet BA4 5QQ, GB",993,121,9735,39,91,2.125,-2646820,51203548,"2°38'48.5"" W","51°12'12.7"" N",-2532403,51184819,"2°31'56.6"" W","51°11'05.3"" N",5631,1,9735,1-44036-3231B5F456,0.849,1,1,1,1,0.563,0.637,1,0.746
9961491819,2,#HN67NUK,MIHS - SOM,25/02/2022 09:58:51,66445735,"Glastonbury Road, Wells BA5 1, GB",25/02/2022 10:11:34,66448260,"Clares Road, Wells BA5 1FJ, GB",763,486,2525,28,70,0.906,-2668645,51194310,"2°40'07.1"" W","51°11'39.5"" N",-2646767,51203581,"2°38'48.3"" W","51°12'12.8"" N",2400,1,2525,1-44036-3231B5F456,0.783,1,1,1,1,0.083,0.9,1,0.499
9961212887,2,#HN67NUK,MIHS - SOM,25/02/2022 08:57:16,66436375,"17 Glaston Road, Street BA16 0AN, GB",25/02/2022 09:10:19,66445735,"Glastonbury Road, Wells BA5 1QN, GB",783,124,9360,50,81,1.593,-2735945,51131901,"2°44'09.4"" W","51°07'54.8"" N",-2667893,51194894,"2°40'04.4"" W","51°11'41.6"" N",4221,1,9360,1-44036-3231B5F456,0.89,1,1,1,1,0.508,0.91,1,0.815
9961027883,2,#HN67NUK,MIHS - SOM,25/02/2022 08:07:17,66429490,"Avalon Estate, Glastonbury BA6 9, GB",25/02/2022 08:28:49,66436375,"13 Glaston Road, Street BA16 0AN, GB",1292,553,6885,30,74,1.907,-2709653,51157966,"2°42'34.7"" W","51°09'28.6"" N",-2735939,51131800,"2°44'09.3"" W","51°07'54.4"" N",5053,1,6885,1-44036-3231B5F456,0.649,1,0.275,1,1,0.205,0.294,1,0.771
9959267126,2,#HN67NUK,MIHS - SOM,24/02/2022 14:53:59,66408610,"Westhay Moor Drove, Wells BA5 1, GB",24/02/2022 15:48:41,66429490,"Avalon Estate, Glastonbury BA6 9, GB",3282,1069,20880,32,82,4.812,-2776898,51189787,"2°46'36.8"" W","51°11'23.2"" N",-2709142,51157742,"2°42'32.9"" W","51°09'27.8"" N",12751,1,20880,1-44036-3231B5F456,0.608,1,0.205,0.189,1,0.333,0.821,1,0.712
9958942916,2,#HN67NUK,MIHS - SOM,24/02/2022 14:25:11,66408005,"Westhay Moor Drove, Wells BA5 1, GB",24/02/2022 14:31:11,66408610,"Westhay Moor Drove, Wells BA5 1, GB",360,279,605,7,28,0.25,-2776915,51189736,"2°46'36.8"" W","51°11'23.0"" N",-2776814,51189764,"2°46'36.5"" W","51°11'23.1"" N",662,1,605,1-44036-3231B5F456,0.993,1,1,1,1,1,1,1,0.95
9958773597,2,#HN67NUK,MIHS - SOM,24/02/2022 13:35:19,66407760,"Westhay Moor Drove, Wells BA5 1, GB",24/02/2022 13:50:48,66408005,"Westhay Moor Drove, Wells BA5 1, GB",929,878,245,10,20,0.187,-2773621,51190016,"2°46'25.0"" W","51°11'24.0"" N",-2776816,51189721,"2°46'36.5"" W","51°11'22.9"" N",495,1,245,1-44036-3231B5F456,1,1,1,1,1,1,1,1,1
9958397153,2,#HN67NUK,MIHS - SOM,24/02/2022 09:23:57,66390570,"Wirral Park Road, Glastonbury BA6 9XE, GB",24/02/2022 12:23:59,66407760,"Westhay Moor Drove, Wells BA5 1, GB",10802,8208,17190,21,59,9.593,-2729079,51142465,"2°43'44.6"" W","51°08'32.8"" N",-2773642,51190056,"2°46'25.1"" W","51°11'24.2"" N",25421,1,17190,1-44036-3231B5F456,0.729,1,0.875,0,1,0.572,0.829,1,0.825
9957570029,2,#HN67NUK,MIHS - SOM,24/02/2022 09:06:49,66387525,"Avalon Estate, Glastonbury BA6 9, GB",24/02/2022 09:19:49,66390570,"Wirral Park Road, Glastonbury BA6 9XE, GB",780,493,3045,31,68,0.875,-2709743,51157856,"2°42'35.0"" W","51°09'28.2"" N",-2729064,51142527,"2°43'44.6"" W","51°08'33.1"" N",2318,1,3045,1-44036-3231B5F456,0.466,1,0.364,0.006,1,0.041,0.1,1,0.754
9957130849,2,#HN67NUK,MIHS - SOM,24/02/2022 07:29:35,66387315,"Avalon Estate, Glastonbury BA6 9, GB",24/02/2022 07:42:20,66387525,"Avalon Estate, Glastonbury BA6 9, GB",765,724,210,6,16,0.406,-2709087,51157660,"2°42'32.7"" W","51°09'27.5"" N",-2709737,51157832,"2°42'35.0"" W","51°09'28.1"" N",1075,1,210,1-44036-3231B5F456,1,1,1,1,1,1,1,1,1
9955676715,2,#HN67NUK,MIHS - SOM,23/02/2022 13:55:10,66374120,"Westhay Moor Drove, Glastonbury BA6 9TX, GB",23/02/2022 16:16:41,66387315,"Avalon Estate, Glastonbury BA6 9, GB",8491,6767,13195,24,64,7.188,-2790778,51185231,"2°47'26.8"" W","51°11'06.8"" N",-2709083,51157768,"2°42'32.7"" W","51°09'27.9"" N",19048,1,13195,1-44036-3231B5F456,0.51,1,0.419,0,1,0.115,0.2,1,0.836
9954938707,2,#HN67NUK,MIHS - SOM,23/02/2022 12:28:16,66369575,"10 Millbatch, Glastonbury BA6 9SY, GB",23/02/2022 13:19:49,66374120,"Westhay Moor Drove, Glastonbury BA6 9TX, GB",3093,2705,4545,35,64,2.469,-2788199,51170156,"2°47'17.5"" W","51°10'12.5"" N",-2790742,51185319,"2°47'26.6"" W","51°11'07.1"" N",6542,1,4545,1-44036-3231B5F456,0.774,1,1,0,1,0.512,0.967,1,0.939
9954186187,2,#HN67NUK,MIHS - SOM,23/02/2022 10:23:50,66368405,"Ashcott Road, Glastonbury BA6 9SU, GB",23/02/2022 10:31:56,66369575,"10 Millbatch, Glastonbury BA6 9SY, GB",486,249,1170,13,40,0.468,-2783759,51165912,"2°47'01.5"" W","51°09'57.2"" N",-2788231,51170124,"2°47'17.6"" W","51°10'12.4"" N",1240,1,1170,1-44036-3231B5F456,0.992,1,1,1,1,0.944,1,1,1
9954041737,2,#HN67NUK,MIHS - SOM,23/02/2022 09:39:11,66362440,"Whitley Road, Street BA16 9RW, GB",23/02/2022 10:00:21,66368405,"Ashcott Road, Glastonbury BA6 9SU, GB",1270,460,5965,26,49,1.282,-2780105,51125371,"2°46'48.3"" W","51°07'31.3"" N",-2783798,51165918,"2°47'01.6"" W","51°09'57.3"" N",3397,1,5965,1-44036-3231B5F456,0.889,1,1,1,1,0.563,0.8,1,0.861
9953809200,2,#HN67NUK,MIHS - SOM,23/02/2022 09:04:25,66361525,"15 South Close, Street BA16 9RU, GB",23/02/2022 09:09:18,66362440,"Whitley Road, Street BA16 9RW, GB",293,162,915,21,50,0.25,-2772099,51122023,"2°46'19.5"" W","51°07'19.2"" N",-2780096,51125421,"2°46'48.3"" W","51°07'31.5"" N",662,1,915,1-44036-3231B5F456,0.682,1,1,1,1,0,0.1,1,0.673
9953636572,2,#HN67NUK,MIHS - SOM,23/02/2022 08:17:53,66354320,"Avalon Estate, Glastonbury BA6 9, GB",23/02/2022 08:31:13,66361525,"15 South Close, Street BA16 9RU, GB",800,98,7205,36,72,1.5,-2709345,51157970,"2°42'33.6"" W","51°09'28.6"" N",-2772141,51122002,"2°46'19.7"" W","51°07'19.2"" N",3975,1,7205,1-44036-3231B5F456,0.822,1,1,1,1,0.218,0.788,1,0.75
9953548253,2,#HN67NUK,MIHS - SOM,23/02/2022 08:08:53,66353515,"Avalon Estate, Glastonbury BA6 9, GB",23/02/2022 08:11:54,66354320,"Avalon Estate, Glastonbury BA6 9, GB",181,47,805,19,45,0.281,-2709656,51157969,"2°42'34.7"" W","51°09'28.6"" N",-2709349,51157874,"2°42'33.6"" W","51°09'28.3"" N",744,1,805,1-44036-3231B5F456,0.682,1,0.214,1,1,0.056,1,1,0.506
9953457764,2,#HN67NUK,MIHS - SOM,23/02/2022 07:38:02,66353290,"Avalon Estate, Glastonbury BA6 9, GB",23/02/2022 07:51:39,66353515,"Avalon Estate, Glastonbury BA6 9, GB",817,806,225,6,20,0.437,-2709187,51157715,"2°42'33.0"" W","51°09'27.7"" N",-2709657,51157967,"2°42'34.7"" W","51°09'28.6"" N",1158,1,225,1-44036-3231B5F456,0.857,1,1,0,1,1,1,1,1
9951836357,2,#HN67NUK,MIHS - SOM,22/02/2022 15:34:29,66352850,"Avalon Estate, Glastonbury BA6 9, GB",22/02/2022 15:43:56,66353290,"Avalon Estate, Glastonbury BA6 9, GB",567,529,440,6,23,0.407,-2708777,51157437,"2°42'31.5"" W","51°09'26.7"" N",-2709099,51157731,"2°42'32.7"" W","51°09'27.8"" N",1078,1,440,1-44036-3231B5F456,0.857,1,1,0,1,1,1,1,1
9951747479,2,#HN67NUK,MIHS - SOM,22/02/2022 14:28:52,66326725,"A37, Radstock BA3 4, GB",22/02/2022 15:23:08,66352850,"Avalon Estate, Glastonbury BA6 9, GB",3256,880,26125,38,87,4.593,-2542899,51230530,"2°32'34.4"" W","51°13'49.9"" N",-2708789,51157465,"2°42'31.6"" W","51°09'26.8"" N",12171,1,26125,1-44036-3231B5F456,0.795,1,0.612,1,1,0.363,0.775,1,0.816
9951376330,2,#HN67NUK,MIHS - SOM,22/02/2022 13:40:48,66317195,"B3139, Radstock BA3 4, GB",22/02/2022 13:55:24,66326725,"A37, Radstock BA3 4, GB",876,287,9530,55,77,1.844,-2564540,51252570,"2°33'52.3"" W","51°15'09.2"" N",-2542894,51230469,"2°32'34.4"" W","51°13'49.6"" N",4886,1,9530,1-44036-3231B5F456,0.888,1,1,1,1,0.402,0.956,1,0.858
9951203410,2,#HN67NUK,MIHS - SOM,22/02/2022 11:42:42,66257530,"Avalon Estate, Glastonbury BA6 9, GB",22/02/2022 13:14:08,66317195,"B3139, Radstock BA3 4, GB",5486,1004,59665,47,90,10.5,-2709686,51157902,"2°42'34.8"" W","51°09'28.4"" N",-2564543,51252536,"2°33'52.3"" W","51°15'09.1"" N",27825,1,59665,1-44036-3231B5F456,0.777,1,0.527,1,1,0.467,0.602,1,0.841
9950667016,2,#HN67NUK,MIHS - SOM,22/02/2022 11:01:28,66251805,"Gravenchon Way, Street BA16 0HW, GB",22/02/2022 11:11:29,66257530,"Avalon Estate, Glastonbury BA6 9, GB",601,113,5725,41,85,1,-2755757,51125699,"2°45'20.7"" W","51°07'32.5"" N",-2709644,51157866,"2°42'34.7"" W","51°09'28.3"" N",2650,1,5725,1-44036-3231B5F456,0.725,1,0.382,1,1,0.267,0.757,1,0.672
9950578749,2,#HN67NUK,MIHS - SOM,22/02/2022 08:22:48,66155735,"Avalon Estate, Glastonbury BA6 9, GB",22/02/2022 10:52:36,66251805,"Gravenchon Way, Street BA16 0HW, GB",8988,1330,96070,44,92,15.594,-2709656,51157888,"2°42'34.7"" W","51°09'28.3"" N",-2755718,51125706,"2°45'20.5"" W","51°07'32.5"" N",41324,1,96070,1-44036-3231B5F456,0.659,1,0.454,0.235,1,0.381,0.779,1,0.763
9949867434,2,#HN67NUK,MIHS - SOM,22/02/2022 07:36:06,66155070,"Avalon Estate, Glastonbury BA6 9, GB",22/02/2022 08:15:56,66155735,"Avalon Estate, Glastonbury BA6 9, GB",2390,2361,665,3,20,1.062,-2709145,51157728,"2°42'32.9"" W","51°09'27.8"" N",-2709663,51157883,"2°42'34.7"" W","51°09'28.3"" N",2814,1,665,1-44036-3231B5F456,0.858,1,1,0.006,1,1,1,1,1
9954200570,2,#HN67NVA,MIHS - HAM,23/02/2022 10:33:34,46832600,"Botley Road, Southampton SO32 1DR, GB",23/02/2022 10:35:03,46832770,"Botley Road, Southampton SO32 1DR, GB",89,15,170,7,17,0.094,-1228447,50944042,"1°13'42.4"" W","50°56'38.5"" N",-1228022,50943643,"1°13'40.8"" W","50°56'37.1"" N",249,1,170,1-44036-196AF71449,1,1,1,1,1,1,1,1,1
9949451565,2,#HN67NVA,MIHS - HAM,22/02/2022 06:39:12,46832575,"Botley Road, Southampton SO32 1DR, GB",22/02/2022 06:39:45,46832600,"Botley Road, Southampton SO32 1DR, GB",33,23,25,5,8,0.031,-1228275,50943881,"1°13'41.7"" W","50°56'37.9"" N",-1228351,50944147,"1°13'42.0"" W","50°56'38.9"" N",82,1,25,1-44036-196AF71449,1,1,1,1,1,1,1,1,1
9962034833,2,#HN67NVB,MIHS - HAM - No Driv,25/02/2022 10:17:20,54391420,"15 The Avenue, Gosport PO12 2JS, GB",25/02/2022 12:11:56,54441375,"15 The Avenue, Gosport PO12 2JS, GB",6876,2749,49955,42,92,10.437,-1149732,50791270,"1°08'59.0"" W","50°47'28.5"" N",-1149618,50791265,"1°08'58.6"" W","50°47'28.5"" N",27658,1,49955,1-44036-4665F25C00,0.583,1,0.335,0.05,1,0.601,0.357,1,0.738
9961259202,2,#HN67NVB,MIHS - HAM - No Driv,25/02/2022 08:57:56,54384480,"96 Johns Road, Fareham PO16 0RX, GB",25/02/2022 09:20:32,54391420,"15 The Avenue, Gosport PO12 2JS, GB",1356,620,6940,32,54,1.563,-1182611,50844947,"1°10'57.4"" W","50°50'41.8"" N",-1149620,50791246,"1°08'58.6"" W","50°47'28.4"" N",4141,1,6940,1-44036-4665F25C00,0.67,1,0.524,0.067,1,0.681,0.7,1,0.72
